Date,AIR.PA,MC.PA,STLAM.MI
2015-01-02,35.34465026855469,108.38099670410156,3.183993101119995
2015-01-05,35.451045989990234,105.2335205078125,3.114882469177246
2015-01-06,36.27241897583008,104.03250122070312,3.1642470359802246
2015-01-07,37.21721267700195,104.11532592773438,3.192220449447632
2015-01-08,38.48544692993164,107.38705444335938,3.2794301509857178
2015-01-09,37.91941833496094,105.77189636230469,3.264620065689087
2015-01-12,38.25989532470703,109.2920913696289,3.3468940258026123
2015-01-13,38.78335189819336,110.1203842163086,3.4094231128692627
2015-01-14,38.42161178588867,109.91331481933594,3.3468940258026123
2015-01-15,39.383426666259766,111.85977172851562,3.3765132427215576
2015-01-16,39.48981857299805,111.1557388305664,3.452204704284668
2015-01-19,39.70687484741211,111.1557388305664,3.478532314300537
2015-01-20,40.0728759765625,113.06079864501953,3.4982781410217285
2015-01-21,39.85157012939453,113.80623626708984,3.521314859390259
2015-01-22,40.28566360473633,114.1789779663086,3.633207321166992
2015-01-23,41.945438385009766,117.49212646484375,3.787881374359131
2015-01-26,42.67743682861328,119.8113021850586,3.9293925762176514
2015-01-27,41.76668930053711,120.18404388427734,3.8109188079833984
2015-01-28,41.66880798339844,120.26689147949219,3.804335832595825
2015-01-29,41.09002685546875,119.85273742675781,3.850410223007202
2015-01-30,40.17501449584961,118.8587875366211,3.850410223007202
2015-02-02,39.89413070678711,118.69315338134766,3.8635735511779785
2015-02-03,40.21331024169922,119.68706512451172,3.965593099594116
2015-02-04,40.54526901245117,129.41941833496094,4.064321041107178
2015-02-05,41.20491409301758,127.14161682128906,4.034703254699707
2015-02-06,41.14959716796875,126.56181335449219,3.9820477962493896
2015-02-09,41.05596923828125,124.73961639404297,3.8668644428253174
2015-02-10,42.33271789550781,129.3365478515625,3.998502731323242
2015-02-11,42.06460189819336,129.66790771484375,3.995210886001587
2015-02-12,42.36676025390625,131.82142639160156,4.176214218139648
2015-02-13,42.345489501953125,131.28305053710938,4.182795524597168
2015-02-16,42.94129943847656,129.9991912841797,4.17950439453125
2015-02-17,43.1285514831543,130.53759765625,4.159759044647217
2015-02-18,43.741397857666016,131.49014282226562,4.22886848449707
2015-02-19,44.252098083496094,133.18809509277344,4.393415927886963
2015-02-20,44.65214538574219,133.35374450683594,4.42303466796875
2015-02-23,44.97557830810547,133.560791015625,4.525053977966309
2015-02-24,44.132930755615234,133.51939392089844,4.498726844787598
2015-02-25,43.749908447265625,133.85072326660156,4.403289318084717
2015-02-26,43.9456787109375,134.140625,4.534926891326904
2015-02-27,47.09498977661133,135.7557830810547,4.538218021392822
2015-03-02,47.74187469482422,136.4598388671875,4.640237331390381
2015-03-03,47.15456771850586,134.51333618164062,4.485562801361084
2015-03-04,48.10787582397461,136.74972534179688,4.600745677947998
2015-03-05,50.39750671386719,138.9032440185547,4.646819591522217
2015-03-06,50.57625961303711,139.89718627929688,4.627072334289551
2015-03-09,50.11662673950195,138.98611450195312,4.656692028045654
2015-03-10,50.11662673950195,137.70225524902344,4.659982204437256
2015-03-11,52.2870979309082,142.05075073242188,4.821239948272705
2015-03-12,52.84035110473633,141.3052978515625,4.906804084777832
2015-03-13,54.10008239746094,141.84368896484375,5.133879661560059
2015-03-16,54.35542678833008,144.70126342773438,5.199698448181152
2015-03-17,51.90407180786133,143.04470825195312,5.091096878051758
2015-03-18,52.08281707763672,141.42953491210938,4.946295261383057
2015-03-19,51.98918914794922,139.4002227783203,5.035151481628418
2015-03-20,52.261566162109375,140.18710327148438,5.002241611480713
2015-03-23,51.06993103027344,136.2527618408203,4.910094738006592
2015-03-24,51.33379364013672,137.86793518066406,4.995660305023193
2015-03-25,50.1251335144043,135.50729370117188,4.946295261383057
2015-03-26,51.18909454345703,134.4719696044922,4.916677474975586
2015-03-27,51.41891098022461,134.38912963867188,4.96604061126709
2015-03-30,52.08281707763672,136.2527618408203,5.054897308349609
2015-03-31,51.44443893432617,135.96286010742188,4.985787391662598
2015-04-01,51.844486236572266,135.25885009765625,4.975913047790527
2015-04-02,51.71681594848633,135.4658660888672,5.028569221496582
2015-04-07,51.41039276123047,137.12245178222656,4.975913047790527
2015-04-08,51.103973388671875,138.7375946044922,5.025278568267822
2015-04-09,52.150909423828125,141.470947265625,5.143752574920654
2015-04-10,52.69565963745117,142.79620361328125,5.107551574707031
2015-04-13,53.444679260253906,142.9204559326172,5.130589008331299
2015-04-14,52.0317497253418,139.3588104248047,5.048314571380615
2015-04-15,53.39361572265625,141.80224609375,5.074642658233643
2015-04-16,54.44905471801758,140.02145385742188,4.96604061126709
2015-04-17,52.925472259521484,137.0395965576172,4.916677474975586
2015-04-20,53.71706008911133,136.66690063476562,4.939713001251221
2015-04-21,54.93422317504883,137.5469970703125,4.975913047790527
2015-04-22,56.00669860839844,134.82289123535156,4.98249626159668
2015-04-23,55.87049865722656,133.5237274169922,4.870604038238525
2015-04-24,55.444915771484375,134.99050903320312,4.919968128204346
2015-04-27,55.964134216308594,136.33163452148438,5.038442134857178
2015-04-28,53.53831481933594,133.14649963378906,4.883767127990723
2015-04-29,51.56360626220703,130.548095703125,4.656692028045654
2015-04-30,52.77226257324219,131.26058959960938,4.393415927886963
2015-05-04,52.43178939819336,133.6913299560547,4.376961708068848
2015-05-05,50.98481750488281,129.62608337402344,4.357215881347656
2015-05-06,51.308250427246094,129.29083251953125,4.212413787841797
2015-05-07,51.37635040283203,130.67384338378906,4.30456018447876
2015-05-08,53.96389389038086,134.78099060058594,4.442780494689941
2015-05-11,52.84886932373047,132.7274169921875,4.429616451263428
2015-05-12,51.67425537109375,130.67384338378906,4.340760231018066
2015-05-13,51.240169525146484,129.4165496826172,4.35392427444458
2015-05-14,51.81044387817383,133.14649963378906,4.436198711395264
2015-05-15,51.801937103271484,133.0626983642578,4.442780494689941
2015-05-18,52.346683502197266,134.23614501953125,4.508599281311035
2015-05-19,53.46170425415039,139.09764099121094,4.607327938079834
2015-05-20,53.91282272338867,139.1395721435547,4.66327428817749
2015-05-21,54.42352294921875,138.80433654785156,4.692892074584961
2015-05-22,54.24477767944336,139.4748077392578,4.735674858093262
2015-05-25,53.929847717285156,139.05572509765625,4.590872764587402
2015-05-26,54.040496826171875,138.3013916015625,4.758711814880371
2015-05-27,55.547061920166016,140.69020080566406,4.8344035148620605
2015-05-28,55.01933670043945,139.60060119628906,4.827821731567383
2015-05-29,52.77226257324219,135.9125518798828,4.788329601287842
2015-06-01,53.657588958740234,136.79263305664062,4.817948818206787
2015-06-02,53.38851547241211,138.38516235351562,4.785038948059082
2015-06-03,53.3190803527832,138.76235961914062,4.771875858306885
2015-06-04,52.74622344970703,137.0021514892578,4.742256164550781
2015-06-05,51.782779693603516,134.36184692382812,4.584290981292725
2015-06-08,51.34012222290039,134.31997680664062,4.561254024505615
2015-06-09,51.166526794433594,130.045166015625,4.482271194458008
2015-06-10,52.53791427612305,135.40960693359375,4.561254024505615
2015-06-11,53.3364372253418,138.72042846679688,4.623782634735107
2015-06-12,52.45978546142578,136.08016967773438,4.630364418029785
2015-06-15,51.461639404296875,133.98468017578125,4.54150915145874
2015-06-16,51.531070709228516,134.36184692382812,4.528344631195068
2015-06-17,50.3072395324707,133.43988037109375,4.446071147918701
2015-06-18,50.07289123535156,134.026611328125,4.452652931213379
2015-06-19,51.15784454345703,134.0684814453125,4.442780494689941
2015-06-22,52.633384704589844,140.81594848632812,4.5579633712768555
2015-06-23,53.80514144897461,142.78567504882812,4.6139092445373535
2015-06-24,53.54475021362305,143.20477294921875,4.590872764587402
2015-06-25,53.66626739501953,143.2467041015625,4.534926891326904
2015-06-26,53.38851547241211,143.49810791015625,4.617199897766113
2015-06-29,51.470314025878906,137.12789916992188,4.321014404296875
2015-06-30,50.51555252075195,131.7215576171875,4.324306488037109
2015-07-01,52.3990364074707,135.4934539794922,4.360507011413574
2015-07-02,51.66127014160156,133.18838500976562,4.261778831481934
2015-07-03,51.39219665527344,132.14065551757812,4.215704917907715
2015-07-06,50.671791076660156,128.45263671875,4.172922611236572
2015-07-07,49.144161224365234,124.0102310180664,4.087357997894287
2015-07-08,49.61286926269531,125.18370819091797,4.090649127960205
